10,80,101011,101011,101011,101011,101011,101011
10,85,111010,111010,111010,111010,111010,111010
10,90,001000,001000,001000,001000,001000,001000
10,95,101010,101010,101010,101010,101010,101010
10,100,000110,000110,000110,000110,000110,000110
10,105,010110,010110,010110,010110,010110,010110
10,110,101111,101111,101111,101111,101111,101111
10,115,001000,001000,001000,001000,001000,001000
10,120,110001,110001,110001,110001,110001,110001
10,125,110111,110111,110111,110111,110111,110111
10,130,010101,010101,010101,010101,010101,010101
10,135,001011,001011,001011,001011,001011,001011
10,140,100111,100111,100111,100111,100111,100111
10,145,111010,111010,111010,111010,111010,111010
10,150,101000,101000,101000,101000,101000,101000
10,155,010101,010101,010101,010101,010101,010101
10,160,101010,101010,101010,101010,101010,101010
10,165,001011,001011,001011,001011,001011,001011
10,170,011000,011000,011000,011000,011000,011000
10,175,011000,011000,011000,011000,011000,011000
15,0,100101,100101,100101,100101,100101,100101
15,5,010011,010011,010011,010011,010011,010011
15,10,100110,100110,100110,100110,100110,100110
15,15,100010,100010,100010,100010,100010,100010
15,20,001100,001100,001100,001100,001100,001100
15,25,111010,111010,111010,111010,111010,111010
15,30,000001,000001,000001,000001,000001,000001
15,35,111101,111101,111101,111101,111101,111101
15,40,000100,000100,000100,000100,000100,000100
15,45,011101,011101,011101,011101,011101,011101
15,50,011100,011100,011100,011100,011100,011100
15,55,011011,011011,011011,011011,011011,011011
15,60,101101,101101,101101,101101,101101,101101
15,65,111000,111000,111000,111000,111000,111000
15,70,111101,111101,111101,111101,111101,111101
15,75,010011,010011,010011,010011,010011,010011
15,80,111100,111100,111100,111100,111100,111100
15,85,110111,110111,110111,110111,110111,110111
15,90,001111,001111,001111,001111,001111,001111
15,95,011100,011100,011100,011100,011100,011100
15,100,000001,000001,000001,000001,000001,000001
15,105,110001,110001,110001,110001,110001,110001
15,110,110001,110001,110001,110001,110001,110001
15,115,110011,110011,110011,110011,110011,110011
15,120,111011,111011,111011,111011,111011,111011
15,125,010001,010001,010001,010001,010001,010001
15,130,010101,010101,010101,010101,010101,010101
15,135,111001,111001,111001,111001,111001,111001
15,140,101110,101110,101110,101110,101110,101110
15,145,010011,010011,010011,010011,010011,010011
15,150,000011,000011,000011,000011,000011,000011
15,155,011000,011000,011000,011000,011000,011000
15,160,100101,100101,100101,100101,100101,100101
15,165,001101,001101,001101,001101,001101,001101
15,170,011100,011100,011100,011100,011100,011100
15,175,010110,010110,010110,010110,010110,010110
20,0,000101,000101,000101,000101,000101,000101
20,5,110100,110100,110100,110100,110100,110100
20,10,101011,101011,101011,101011,101011,101011
20,15,010110,010110,010110,010110,010110,010110
20,20,101101,101101,101101,101101,101101,101101
20,25,010101,010101,010101,010101,010101,010101
20,30,101001,101001,101001,101001,101001,101001
20,35,110101,110101,110101,110101,110101,110101
20,40,011010,011010,011010,011010,011010,011010
20,45,001010,001010,001010,001010,001010,001010
20,50,110110,110110,110110,110110,110110,110110
20,55,111100,111100,111100,111100,111100,111100
20,60,011101,011101,011101,011101,011101,011101
20,65,000111,000111,000111,000111,000111,000111
20,70,100101,100101,100101,100101,100101,100101
20,75,101000,101000,101000,101000,101000,101000
20,80,100100,100100,100100,100100,100100,100100
20,85,000101,000101,000101,000101,000101,000101
20,90,011000,011000,011000,011000,011000,011000
20,95,101000,101000,101000,101000,101000,101000
20,100,000011,000011,000011,000011,000011,000011
20,105,011001,011001,011001,011001,011001,011001
20,110,010111,010111,010111,010111,010111,010111
20,115,010000,010000,010000,010000,010000,010000
20,120,010000,010000,010000,010000,010000,010000
20,125,010100,010100,010100,010100,010100,010100
20,130,110010,110010,110010,110010,110010,110010
20,135,001011,001011,001011,001011,001011,001011
20,140,011100,011100,011100,011100,011100,011100
20,145,100010,100010,100010,100010,100010,100010
20,150,010101,010101,010101,010101,010101,010101
20,155,101100,101100,101100,101100,101100,101100
20,160,000101,000101,000101,000101,000101,000101
20,165,001100,001100,001100,001100,001100,001100
20,170,101111,101111,101111,101111,101111,101111
20,175,101110,101110,101110,101110,101110,101110
25,0,010110,010110,010110,010110,010110,010110
25,5,101011,101011,101011,101011,101011,101011
25,10,110010,110010,110010,110010,110010,110010
25,15,111100,111100,111100,111100,111100,111100
25,20,111000,111000,111000,111000,111000,111000
25,25,011010,011010,011010,011010,011010,011010
25,30,001100,001100,001100,001100,001100,001100
25,35,011110,011110,011110,011110,011110,011110
25,40,010010,010010,010010,010010,010010,010010
25,45,010111,010111,010111,010111,010111,010111
25,50,110011,110011,110011,110011,110011,110011
25,55,110111,110111,110111,110111,110111,110111
25,60,011001,011001,011001,011001,011001,011001
25,65,000110,000110,000110,000110,000110,000110
25,70,000011,000011,000011,000011,000011,000011
25,75,010000,010000,010000,010000,010000,010000
25,80,110010,110010,110010,110010,110010,110010
25,85,011011,011011,011011,011011,011011,011011
25,90,010110,010110,010110,010110,010110,010110
25,95,010001,010001,010001,010001,010001,010001
25,100,111011,111011,111011,111011,111011,111011
25,105,010101,010101,010101,010101,010101,010101
25,110,110110,110110,110110,110110,110110,110110
25,115,110101,110101,110101,110101,110101,110101
25,120,100010,100010,100010,100010,100010,100010
25,125,001101,001101,001101,001101,001101,001101
25,130,010001,010001,010001,010001,010001,010001
25,135,100000,100000,100000,100000,100000,100000
25,140,000010,000010,000010,000010,000010,000010
25,145,101001,101001,101001,101001,101001,101001
25,150,110010,110010,110010,110010,110010,110010
25,155,100101,100101,100101,100101,100101,100101
25,160,101111,101111,101111,101111,101111,101111
25,165,001101,001101,001101,001101,001101,001101
25,170,101000,101000,101000,101000,101000,101000
25,175,010010,010010,010010,010010,010010,010010
30,0,010100,010100,010100,010100,010100,010100
30,5,101111,101111,101111,101111,101111,101111
30,10,011010,011010,011010,011010,011010,011010
30,15,001001,001001,001001,001001,001001,001001
30,20,101000,101000,101000,101000,101000,101000
30,25,111011,111011,111011,111011,111011,111011
30,30,000110,000110,000110,000110,000110,000110
30,35,001100,001100,001100,001100,001100,001100
30,40,001000,001000,001000,001000,001000,001000
30,45,111111,111111,111111,111111,111111,111111
30,50,110101,110101,110101,110101,110101,110101
30,55,001111,001111,001111,001111,001111,001111
30,60,100111,100111,100111,100111,100111,100111
30,65,000101,000101,000101,000101,000101,000101
30,70,011111,011111,011111,011111,011111,011111
30,75,111010,111010,111010,111010,111010,111010
30,80,010010,010010,010010,010010,010010,010010
30,85,011000,011000,011000,011000,011000,011000
30,90,010100,010100,010100,010100,010100,010100
30,95,100110,100110,100110,100110,100110,100110
30,100,110001,110001,110001,110001,110001,110001
30,105,100111,100111,100111,100111,100111,100111
30,110,100111,100111,100111,100111,100111,100111
30,115,101011,101011,101011,101011,101011,101011
30,120,111011,111011,111011,111011,111011,111011
30,125,001000,001000,001000,001000,001000,001000
30,130,110110,110110,110110,110110,110110,110110
30,135,111011,111011,111011,111011,111011,111011
30,140,101100,101100,101100,101100,101100,101100
30,145,111100,111100,111100,111100,111100,111100
30,150,011100,011100,011100,011100,011100,011100
30,155,010101,010101,010101,010101,010101,010101
30,160,101011,101011,101011,101011,101011,101011
30,165,111101,111101,111101,111101,111101,111101
30,170,000111,000111,000111,000111,000111,000111
30,175,001110,001110,001110,001110,001110,001110
35,0,110101,110101,110101,110101,110101,110101
35,5,111001,111001,111001,111001,111001,111001
35,10,110000,110000,110000,110000,110000,110000
35,15,001100,001100,001100,001100,001100,001100
35,20,011000,011000,011000,011000,011000,011000
35,25,011100,011100,011100,011100,011100,011100
35,30,110110,110110,110110,110110,110110,110110
35,35,011100,011100,011100,011100,011100,011100
35,40,111110,111110,111110,111110,111110,111110
35,45,101011,101011,101011,101011,101011,101011
35,50,001101,001101,001101,001101,001101,001101
35,55,101110,101110,101110,101110,101110,101110
35,60,010001,010001,010001,010001,010001,010001
35,65,000110,000110,000110,000110,000110,000110
35,70,110000,110000,110000,110000,110000,110000
35,75,001101,001101,001101,001101,001101,001101
35,80,110100,110100,110100,110100,110100,110100
35,85,100100,100100,100100,100100,100100,100100
35,90,100111,100111,100111,100111,100111,100111
35,95,001111,001111,001111,001111,001111,001111
35,100,001101,001101,001101,001101,001101,001101
35,105,001111,001111,001111,001111,001111,001111
35,110,010111,010111,010111,010111,010111,010111
35,115,101001,101001,101001,101001,101001,101001
35,120,000010,000010,000010,000010,000010,000010
35,125,101111,101111,101111,101111,101111,101111
35,130,000101,000101,000101,000101,000101,000101
35,135,111100,111100,111100,111100,111100,111100
35,140,010011,010011,010011,010011,010011,010011
35,145,111010,111010,111010,111010,111010,111010
35,150,101100,101100,101100,101100,101100,101100
35,155,001111,001111,001111,001111,001111,001111
35,160,101100,101100,101100,101100,101100,101100
35,165,001001,001001,001001,001001,001001,001001
35,170,100011,100011,100011,100011,100011,100011
35,175,110001,110001,110001,110001,110001,110001
40,0,110110,110110,110110,110110,110110,110110
40,5,100001,100001,100001,100001,100001,100001
40,10,010001,010001,010001,010001,010001,010001
40,15,011001,011001,011001,011001,011001,011001
40,20,000011,000011,000011,000011,000011,000011
40,25,111000,111000,111000,111000,111000,111000
40,30,000010,000010,000010,000010,000010,000010
40,35,101111,101111,101111,101111,101111,101111
40,40,110100,110100,110100,110100,110100,110100
40,45,010000,010000,010000,010000,010000,010000
40,50,000001,000001,000001,000001,000001,000001
40,55,000110,000110,000110,000110,000110,000110
40,60,100111,100111,100111,100111,100111,100111
40,65,111110,111110,111110,111110,111110,111110
40,70,111011,111011,111011,111011,111011,111011
40,75,001111,001111,001111,001111,001111,001111
40,80,000001,000001,000001,000001,000001,000001
40,85,001110,001110,001110,001110,001110,001110
40,90,001010,001010,001010,001010,001010,001010
40,95,010011,010011,010011,010011,010011,010011
40,100,100100,100100,100100,100100,100100,100100
40,105,110101,110101,110101,110101,110101,110101
40,110,010000,010000,010000,010000,010000,010000
40,115,010010,010010,010010,010010,010010,010010
40,120,010101,010101,010101,010101,010101,010101
40,125,000001,000001,000001,000001,000001,000001
40,130,011110,011110,011110,011110,011110,011110
40,135,000001,000001,000001,000001,000001,000001
40,140,101011,101011,101011,101011,101011,101011
40,145,101011,101011,101011,101011,101011,101011
40,150,100001,100001,100001,100001,100001,100001
40,155,101010,101010,101010,101010,101010,101010
40,160,101111,101111,101111,101111,101111,101111
40,165,011101,011101,011101,011101,011101,011101
40,170,001110,001110,001110,001110,001110,001110
40,175,111110,111110,111110,111110,111110,111110
45,0,010000,010000,010000,010000,010000,010000
45,5,011001,011001,011001,011001,011001,011001
45,10,001000,001000,001000,001000,001000,001000
45,15,110010,110010,110010,110010,110010,110010
45,20,100101,100101,100101,100101,100101,100101
45,25,100111,100111,100111,100111,100111,100111
45,30,111111,111111,111111,111111,111111,111111
45,35,000101,000101,000101,000101,000101,000101
45,40,000100,000100,000100,000100,000100,000100
45,45,011010,011010,011010,011010,011010,011010
45,50,101010,101010,101010,101010,101010,101010
45,55,001000,001000,001000,001000,001000,001000
45,60,001000,001000,001000,001000,001000,001000
45,65,101011,101011,101011,101011,101011,101011
45,70,101000,101000,101000,101000,101000,101000
45,75,010000,010000,010000,010000,010000,010000
45,80,001101,001101,001101,001101,001101,001101
45,85,100101,100101,100101,100101,100101,100101
45,90,101100,101100,101100,101100,101100,101100
45,95,111100,111100,111100,111100,111100,111100
45,100,010010,010010,010010,010010,010010,010010
45,105,010101,010101,010101,010101,010101,010101
45,110,000101,000101,000101,000101,000101,000101
45,115,001001,001001,001001,001001,001001,001001
45,120,101000,101000,101000,101000,101000,101000
45,125,101100,101100,101100,101100,101100,101100
45,130,001111,001111,001111,001111,001111,001111
45,135,000100,000100,000100,000100,000100,000100
45,140,010001,010001,010001,010001,010001,010001
45,145,010101,010101,010101,010101,010101,010101
45,150,011100,011100,011100,011100,011100,011100
45,155,110010,110010,110010,110010,110010,110010
45,160,110000,110000,110000,110000,110000,110000
45,165,111001,111001,111001,111001,111001,111001
45,170,011111,011111,011111,011111,011111,011111
45,175,000011,000011,000011,000011,000011,000011
50,0,111011,111011,111011,111011,111011,111011
50,5,011001,011001,011001,011001,011001,011001
50,10,110001,110001,110001,110001,110001,110001
50,15,111111,111111,111111,111111,111111,111111
50,20,000101,000101,000101,000101,000101,000101
50,25,101101,101101,101101,101101,101101,101101
50,30,100101,100101,100101,100101,100101,100101
50,35,110001,110001,110001,110001,110001,110001
50,40,000100,000100,000100,000100,000100,000100
50,45,111110,111110,111110,111110,111110,111110
50,50,000001,000001,000001,000001,000001,000001
50,55,111011,111011,111011,111011,111011,111011
50,60,111000,111000,111000,111000,111000,111000
50,65,110001,110001,110001,110001,110001,110001
50,70,100010,100010,100010,100010,100010,100010
50,75,100000,100000,100000,100000,100000,100000
50,80,110110,110110,110110,110110,110110,110110
50,85,110000,110000,110000,110000,110000,110000
50,90,101001,101001,101001,101001,101001,101001
50,95,110110,110110,110110,110110,110110,110110
50,100,110011,110011,110011,110011,110011,110011
50,105,110011,110011,110011,110011,110011,110011
50,110,111000,111000,111000,111000,111000,111000
50,115,000010,000010,000010,000010,000010,000010
50,120,000001,000001,000001,000001,000001,000001
50,125,101000,101000,101000,101000,101000,101000
50,130,001100,001100,001100,001100,001100,001100
50,135,110101,110101,110101,110101,110101,110101
50,140,001010,001010,001010,001010,001010,001010
50,145,001100,001100,001100,001100,001100,001100
50,150,001011,001011,001011,001011,001011,001011
50,155,010001,010001,010001,010001,010001,010001
50,160,111100,111100,111100,111100,111100,111100
50,165,001111,001111,001111,001111,001111,001111
50,170,111110,111110,111110,111110,111110,111110
50,175,001111,001111,001111,001111,001111,001111
55,0,111110,111110,111110,111110,111110,111110
55,5,111101,111101,111101,111101,111101,111101
55,10,100010,100010,100010,100010,100010,100010
55,15,011010,011010,011010,011010,011010,011010
55,20,101101,101101,101101,101101,101101,101101
55,25,001001,001001,001001,001001,001001,001001
55,30,010110,010110,010110,010110,010110,010110
55,35,101100,101100,101100,101100,101100,101100
55,40,110110,110110,110110,110110,110110,110110
55,45,010011,010011,010011,010011,010011,010011
55,50,001110,001110,001110,001110,001110,001110
55,55,001000,001000,001000,001000,001000,001000
55,60,111110,111110,111110,111110,111110,111110
55,65,000100,000100,000100,000100,000100,000100
55,70,010101,010101,010101,010101,010101,010101
55,75,100110,100110,100110,100110,100110,100110
55,80,100000,100000,100000,100000,100000,100000
55,85,111001,111001,111001,111001,111001,111001
55,90,111011,111011,111011,111011,111011,111011
55,95,110100,110100,110100,110100,110100,110100
55,100,100001,100001,100001,100001,100001,100001
55,105,110001,110001,110001,110001,110001,110001
55,110,110111,110111,110111,110111,110111,110111
55,115,010011,010011,010011,010011,010011,010011
55,120,000001,000001,000001,000001,000001,000001
55,125,101110,101110,101110,101110,101110,101110
55,130,011001,011001,011001,011001,011001,011001
55,135,111100,111100,111100,111100,111100,111100
55,140,001100,001100,001100,001100,001100,001100
55,145,101111,101111,101111,101111,101111,101111
55,150,101101,101101,101101,101101,101101,101101
55,155,101111,101111,101111,101111,101111,101111
55,160,010000,010000,010000,010000,010000,010000
55,165,011010,011010,011010,011010,011010,011010
55,170,010101,010101,010101,010101,010101,010101
55,175,001111,001111,001111,001111,001111,001111
60,0,011001,011001,011001,011001,011001,011001
60,5,000111,000111,000111,000111,000111,000111
60,10,011001,011001,011001,011001,011001,011001
60,15,110110,110110,110110,110110,110110,110110
60,20,111100,111100,111100,111100,111100,111100
60,25,000101,000101,000101,000101,000101,000101
60,30,011111,011111,011111,011111,011111,011111
60,35,010010,010010,010010,010010,010010,010010
60,40,000010,000010,000010,000010,000010,000010
60,45,110100,110100,110100,110100,110100,110100
60,50,101111,101111,101111,101111,101111,101111
60,55,110000,110000,110000,110000,110000,110000
60,60,100010,100010,100010,100010,100010,100010
60,65,101011,101011,101011,101011,101011,101011
60,70,010111,010111,010111,010111,010111,010111
60,75,000010,000010,000010,000010,000010,000010
60,80,110101,110101,110101,110101,110101,110101
60,85,011111,011111,011111,011111,011111,011111
60,90,010110,010110,010110,010110,010110,010110
60,95,000011,000011,000011,000011,000011,000011
60,100,111100,111100,111100,111100,111100,111100
60,105,100101,100101,100101,100101,100101,100101
60,110,100011,100011,100011,100011,100011,100011
60,115,111100,111100,111100,111100,111100,111100
60,120,011100,011100,011100,011100,011100,011100
60,125,000011,000011,000011,000011,000011,000011
60,130,110110,110110,110110,110110,110110,110110
60,135,011111,011111,011111,011111,011111,011111
60,140,110100,110100,110100,110100,110100,110100
60,145,111110,111110,111110,111110,111110,111110
60,150,011011,011011,011011,011011,011011,011011
60,155,011111,011111,011111,011111,011111,011111
60,160,100000,100000,100000,100000,100000,100000
60,165,000011,000011,000011,000011,000011,000011
60,170,001001,001001,001001,001001,001001,001001
60,175,110111,110111,110111,110111,110111,110111
65,0,001101,001101,001101,001101,001101,001101
65,5,000101,000101,000101,000101,000101,000101
65,10,001010,001010,001010,001010,001010,001010
65,15,101010,101010,101010,101010,101010,101010
65,20,010011,010011,010011,010011,010011,010011
65,25,100001,100001,100001,100001,100001,100001
65,30,010011,010011,010011,010011,010011,010011
65,35,111000,111000,111000,111000,111000,111000
65,40,011111,011111,011111,011111,011111,011111
65,45,101000,101000,101000,101000,101000,101000
65,50,110100,110100,110100,110100,110100,110100
65,55,000101,000101,000101,000101,000101,000101
65,60,110001,110001,110001,110001,110001,110001
65,65,111011,111011,111011,111011,111011,111011
65,70,001110,001110,001110,001110,001110,001110
65,75,010110,010110,010110,010110,010110,010110
65,80,011111,011111,011111,011111,011111,011111
65,85,000001,000001,000001,000001,000001,000001
65,90,100001,100001,100001,100001,100001,100001
65,95,101110,101110,101110,101110,101110,101110
65,100,101110,101110,101110,101110,101110,101110
65,105,001011,001011,001011,001011,001011,001011
65,110,100111,100111,100111,100111,100111,100111
65,115,000010,000010,000010,000010,000010,000010
65,120,011010,011010,011010,011010,011010,011010
65,125,101010,101010,101010,101010,101010,101010
65,130,000110,000110,000110,000110,000110,000110
65,135,110001,110001,110001,110001,110001,110001
65,140,011011,011011,011011,011011,011011,011011
65,145,111110,111110,111110,111110,111110,111110
65,150,001010,001010,001010,001010,001010,001010
65,155,101110,101110,101110,101110,101110,101110
65,160,111111,111111,111111,111111,111111,111111
65,165,000101,000101,000101,000101,000101,000101
65,170,001101,001101,001101,001101,001101,001101
65,175,111100,111100,111100,111100,111100,111100
70,0,100011,100011,100011,100011,100011,100011
70,5,111001,111001,111001,111001,111001,111001
70,10,101100,101100,101100,101100,101100,101100
70,15,011001,011001,011001,011001,011001,011001
70,20,110000,110000,110000,110000,110000,110000
70,25,011100,011100,011100,011100,011100,011100
70,30,110011,110011,110011,110011,110011,110011
70,35,110110,110110,110110,110110,110110,110110
70,40,111011,111011,111011,111011,111011,111011
70,45,000110,000110,000110,000110,000110,000110
70,50,111001,111001,111001,111001,111001,111001
70,55,101000,101000,101000,101000,101000,101000
70,60,111110,111110,111110,111110,111110,111110
70,65,001111,001111,001111,001111,001111,001111
70,70,100000,100000,100000,100000,100000,100000
70,75,111111,111111,111111,111111,111111,111111
70,80,001011,001011,001011,001011,001011,001011
70,85,001000,001000,001000,001000,001000,001000
70,90,001101,001101,001101,001101,001101,001101
70,95,111000,111000,111000,111000,111000,111000
70,100,000111,000111,000111,000111,000111,000111
70,105,010101,010101,010101,010101,010101,010101
70,110,100101,100101,100101,100101,100101,100101
70,115,100001,100001,100001,100001,100001,100001
70,120,001100,001100,001100,001100,001100,001100
70,125,011101,011101,011101,011101,011101,011101
70,130,001110,001110,001110,001110,001110,001110
70,135,101111,101111,101111,101111,101111,101111
70,140,001101,001101,001101,001101,001101,001101
70,145,011011,011011,011011,011011,011011,011011
70,150,111010,111010,111010,111010,111010,111010
70,155,110111,110111,110111,110111,110111,110111
70,160,110100,110100,110100,110100,110100,110100
70,165,000010,000010,000010,000010,000010,000010
70,170,000111,000111,000111,000111,000111,000111
70,175,111011,111011,111011,111011,111011,111011
75,0,110111,110111,110111,110111,110111,110111
75,5,110011,110011,110011,110011,110011,110011
75,10,011010,011010,011010,011010,011010,011010
75,15,010111,010111,010111,010111,010111,010111
75,20,010111,010111,010111,010111,010111,010111
75,25,000100,000100,000100,000100,000100,000100
75,30,111111,111111,111111,111111,111111,111111
75,35,110101,110101,110101,110101,110101,110101
75,40,101000,101000,101000,101000,101000,101000
75,45,010110,010110,010110,010110,010110,010110
75,50,000100,000100,000100,000100,000100,000100
75,55,000101,000101,000101,000101,000101,000101
75,60,010101,010101,010101,010101,010101,010101
75,65,110000,110000,110000,110000,110000,110000
75,70,111010,111010,111010,111010,111010,111010
75,75,000001,000001,000001,000001,000001,000001
75,80,000100,000100,000100,000100,000100,000100
75,85,011000,011000,011000,011000,011000,011000
75,90,110111,110111,110111,110111,110111,110111
75,95,100100,100100,100100,100100,100100,100100
75,100,001110,001110,001110,001110,001110,001110
75,105,010110,010110,010110,010110,010110,010110
75,110,000101,000101,000101,000101,000101,000101
75,115,101001,101001,101001,101001,101001,101001
75,120,011110,011110,011110,011110,011110,011110
75,125,000001,000001,000001,000001,000001,000001
75,130,001010,001010,001010,001010,001010,001010
75,135,001010,001010,001010,001010,001010,001010
75,140,001011,001011,001011,001011,001011,001011
75,145,110101,110101,110101,110101,110101,110101
75,150,001010,001010,001010,001010,001010,001010
75,155,101010,101010,101010,101010,101010,101010
75,160,111001,111001,111001,111001,111001,111001
75,165,000100,000100,000100,000100,000100,000100
75,170,011001,011001,011001,011001,011001,011001
75,175,110111,110111,110111,110111,110111,110111
80,0,111110,111110,111110,111110,111110,111110
80,5,101110,101110,101110,101110,101110,101110
80,10,001100,001100,001100,001100,001100,001100
80,15,010110,010110,010110,010110,010110,010110
80,20,011001,011001,011001,011001,011001,011001
80,25,111111,111111,111111,111111,111111,111111
80,30,110111,110111,110111,110111,110111,110111
80,35,011100,011100,011100,011100,011100,011100
80,40,011111,011111,011111,011111,011111,011111
80,45,000100,000100,000100,000100,000100,000100
80,50,011001,011001,011001,011001,011001,011001
80,55,011010,011010,011010,011010,011010,011010
80,60,010100,010100,010100,010100,010100,010100
80,65,100000,100000,100000,100000,100000,100000
80,70,111110,111110,111110,111110,111110,111110
80,75,000001,000001,000001,000001,000001,000001
80,80,100100,100100,100100,100100,100100,100100
80,85,110001,110001,110001,110001,110001,110001
80,90,100000,100000,100000,100000,100000,100000
80,95,101001,101001,101001,101001,101001,101001
80,100,000110,000110,000110,000110,000110,000110
80,105,100111,100111,100111,100111,100111,100111
80,110,000010,000010,000010,000010,000010,000010
80,115,000101,000101,000101,000101,000101,000101
80,120,011110,011110,011110,011110,011110,011110
80,125,110000,110000,110000,110000,110000,110000
80,130,101101,101101,101101,101101,101101,101101
80,135,101011,101011,101011,101011,101011,101011
80,140,100000,100000,100000,100000,100000,100000
80,145,000010,000010,000010,000010,000010,000010
80,150,110010,110010,110010,110010,110010,110010
80,155,000100,000100,000100,000100,000100,000100
80,160,100000,100000,100000,100000,100000,100000
80,165,100111,100111,100111,100111,100111,100111
80,170,001011,001011,001011,001011,001011,001011
80,175,101011,101011,101011,101011,101011,101011
85,0,001011,001011,001011,001011,001011,001011
85,5,100100,100100,100100,100100,100100,100100
85,10,010110,010110,010110,010110,010110,010110
85,15,000111,000111,000111,000111,000111,000111
85,20,100000,100000,100000,100000,100000,100000
85,25,111000,111000,111000,111000,111000,111000
85,30,000101,000101,000101,000101,000101,000101
85,35,000010,000010,000010,000010,000010,000010
85,40,101110,101110,101110,101110,101110,101110
85,45,100111,100111,100111,100111,100111,100111
85,50,111101,111101,111101,111101,111101,111101
85,55,011101,011101,011101,011101,011101,011101
85,60,111010,111010,111010,111010,111010,111010
85,65,111011,111011,111011,111011,111011,111011
85,70,001100,001100,001100,001100,001100,001100
85,75,010100,010100,010100,010100,010100,010100
85,80,100010,100010,100010,100010,100010,100010
85,85,101100,101100,101100,101100,101100,101100
85,90,011110,011110,011110,011110,011110,011110
85,95,000011,000011,000011,000011,000011,000011
85,100,100001,100001,100001,100001,100001,100001
85,105,000100,000100,000100,000100,000100,000100
85,110,011010,011010,011010,011010,011010,011010
85,115,100001,100001,100001,100001,100001,100001
